,ds,y
3016,2017-05-11 11:20:00,6.3
3017,2017-05-11 11:25:00,6.2
3018,2017-05-11 11:30:00,6.2
3019,2017-05-11 11:35:00,6.1
3020,2017-05-11 11:40:00,6.1
3021,2017-05-11 11:45:00,6.0
3022,2017-05-11 11:50:00,6.0
3023,2017-05-11 11:55:00,5.9
3024,2017-05-11 12:00:00,6.1
3025,2017-05-11 12:05:00,6.5
3026,2017-05-11 12:10:00,6.8
3027,2017-05-11 12:15:00,7.0
3028,2017-05-11 12:20:00,6.7
3029,2017-05-11 12:25:00,6.3
3030,2017-05-11 12:30:00,6.0
3031,2017-05-11 12:35:00,5.7
3032,2017-05-11 12:40:00,5.6
3033,2017-05-11 12:45:00,5.7
3034,2017-05-11 12:50:00,5.7
3035,2017-05-11 12:55:00,5.9
3036,2017-05-11 13:00:00,6.1
3037,2017-05-11 13:05:00,6.3
3038,2017-05-11 13:10:00,6.4
3039,2017-05-11 13:15:00,6.6
3040,2017-05-11 13:20:00,7.1
3041,2017-05-11 13:25:00,7.1
3042,2017-05-11 13:30:00,6.9
3043,2017-05-11 13:35:00,6.9
3044,2017-05-11 13:40:00,7.1
3045,2017-05-11 13:45:00,7.5
3046,2017-05-11 13:50:00,7.9
3047,2017-05-11 13:55:00,8.0
3048,2017-05-11 14:00:00,7.7
3049,2017-05-11 14:05:00,7.7
3050,2017-05-11 14:10:00,7.7
3051,2017-05-11 14:15:00,7.8
3052,2017-05-11 14:20:00,8.1
3053,2017-05-11 14:25:00,8.4
3054,2017-05-11 14:30:00,8.6
3055,2017-05-11 14:35:00,8.9
3056,2017-05-11 14:40:00,9.2
3057,2017-05-11 14:45:00,9.6
3058,2017-05-11 14:50:00,9.3
3059,2017-05-11 14:55:00,9.8
3060,2017-05-11 15:00:00,10.2
3061,2017-05-11 15:05:00,10.7
3062,2017-05-11 15:10:00,11.0
3063,2017-05-11 15:15:00,11.5
3064,2017-05-11 15:20:00,11.5
3065,2017-05-11 15:25:00,10.3
3066,2017-05-11 15:30:00,10.0
3067,2017-05-11 15:35:00,10.4
3068,2017-05-11 15:40:00,11.6
3069,2017-05-11 15:45:00,13.6
3070,2017-05-11 15:50:00,14.2
3071,2017-05-11 15:55:00,15.7
3072,2017-05-11 16:00:00,15.9
3073,2017-05-11 16:05:00,15.9
3074,2017-05-11 16:10:00,16.3
3075,2017-05-11 16:15:00,16.6
3076,2017-05-11 16:20:00,17.5
3077,2017-05-11 16:25:00,17.8
3078,2017-05-11 16:30:00,18.2
3079,2017-05-11 16:35:00,18.6
3080,2017-05-11 16:40:00,19.0
3081,2017-05-11 16:45:00,19.4
3082,2017-05-11 16:50:00,19.9
3083,2017-05-11 16:55:00,20.6
3084,2017-05-11 17:00:00,21.3
3085,2017-05-11 17:05:00,21.5
3086,2017-05-11 17:10:00,22.0
3087,2017-05-11 17:15:00,22.7
3088,2017-05-11 17:20:00,23.4
3089,2017-05-11 17:25:00,24.0
3090,2017-05-11 17:30:00,25.0
3091,2017-05-11 17:35:00,24.5
3092,2017-05-11 17:40:00,23.0
3093,2017-05-11 17:45:00,22.4
3094,2017-05-11 17:50:00,24.7
3095,2017-05-11 17:55:00,26.4
3096,2017-05-11 18:00:00,26.9
3097,2017-05-11 18:05:00,27.5
3098,2017-05-11 18:10:00,28.3
3099,2017-05-11 18:15:00,28.6
3100,2017-05-11 18:20:00,29.3
3101,2017-05-11 18:25:00,29.5
3102,2017-05-11 18:30:00,30.6
3103,2017-05-11 18:35:00,29.9
3104,2017-05-11 18:40:00,24.9
3105,2017-05-11 18:45:00,27.5
3106,2017-05-11 18:50:00,30.8
3107,2017-05-11 18:55:00,26.4
3108,2017-05-11 19:00:00,27.5
3109,2017-05-11 19:05:00,30.5
3110,2017-05-11 19:10:00,28.0
3111,2017-05-11 19:15:00,30.7
3112,2017-05-11 19:20:00,25.8
3113,2017-05-11 19:25:00,29.6
3114,2017-05-11 19:30:00,26.2
3115,2017-05-11 19:35:00,26.8
3116,2017-05-11 19:40:00,27.2
3117,2017-05-11 19:45:00,27.8
3118,2017-05-11 19:50:00,28.6
3119,2017-05-11 19:55:00,29.6
3120,2017-05-11 20:00:00,32.3
3121,2017-05-11 20:05:00,32.8
3122,2017-05-11 20:10:00,29.9
3123,2017-05-11 20:15:00,31.9
3124,2017-05-11 20:20:00,33.7
3125,2017-05-11 20:25:00,31.1
3126,2017-05-11 20:30:00,31.5
3127,2017-05-11 20:35:00,28.4
3128,2017-05-11 20:40:00,24.2
3129,2017-05-11 20:45:00,22.7
3130,2017-05-11 20:50:00,25.3
3131,2017-05-11 20:55:00,28.3
3132,2017-05-11 21:00:00,29.0
3133,2017-05-11 21:05:00,31.7
3134,2017-05-11 21:10:00,25.7
3135,2017-05-11 21:15:00,25.5
3136,2017-05-11 21:20:00,27.9
3137,2017-05-11 21:25:00,30.1
3138,2017-05-11 21:30:00,32.5
3139,2017-05-11 21:35:00,32.7
3140,2017-05-11 21:40:00,30.8
3141,2017-05-11 21:45:00,30.2
3142,2017-05-11 21:50:00,30.0
3143,2017-05-11 21:55:00,30.7
3144,2017-05-11 22:00:00,31.7
3145,2017-05-11 22:05:00,32.2
3146,2017-05-11 22:10:00,31.5
3147,2017-05-11 22:15:00,32.4
3148,2017-05-11 22:20:00,32.9
3149,2017-05-11 22:25:00,32.4
3150,2017-05-11 22:30:00,32.0
3151,2017-05-11 22:35:00,32.3
3152,2017-05-11 22:40:00,30.5
3153,2017-05-11 22:45:00,30.5
3154,2017-05-11 22:50:00,29.0
3155,2017-05-11 22:55:00,29.9
3156,2017-05-11 23:00:00,30.5
3157,2017-05-11 23:05:00,31.2
3158,2017-05-11 23:10:00,32.1
3159,2017-05-11 23:15:00,32.3
3160,2017-05-11 23:20:00,29.3
3161,2017-05-11 23:25:00,24.7
3162,2017-05-11 23:30:00,23.7
3163,2017-05-11 23:35:00,24.0
3164,2017-05-11 23:40:00,22.1
3165,2017-05-11 23:45:00,20.2
3166,2017-05-11 23:50:00,20.2
3167,2017-05-11 23:55:00,19.6
3168,2017-05-12 00:00:00,19.1
3169,2017-05-12 00:05:00,19.3
3170,2017-05-12 00:10:00,18.4
3171,2017-05-12 00:15:00,17.8
3172,2017-05-12 00:20:00,17.5
3173,2017-05-12 00:25:00,17.2
3174,2017-05-12 00:30:00,17.0
3175,2017-05-12 00:35:00,19.0
3176,2017-05-12 00:40:00,17.6
3177,2017-05-12 00:45:00,17.6
3178,2017-05-12 00:50:00,18.0
3179,2017-05-12 00:55:00,17.8
3180,2017-05-12 01:00:00,17.6
3181,2017-05-12 01:05:00,18.7
3182,2017-05-12 01:10:00,18.1
3183,2017-05-12 01:15:00,17.7
3184,2017-05-12 01:20:00,17.8
3185,2017-05-12 01:25:00,17.4
3186,2017-05-12 01:30:00,17.6
3187,2017-05-12 01:35:00,16.7
3188,2017-05-12 01:40:00,16.1
3189,2017-05-12 01:45:00,15.6
3190,2017-05-12 01:50:00,15.1
3191,2017-05-12 01:55:00,15.0
3192,2017-05-12 02:00:00,14.6
3193,2017-05-12 02:05:00,13.9
3194,2017-05-12 02:10:00,13.9
3195,2017-05-12 02:15:00,13.4
3196,2017-05-12 02:20:00,13.4
3197,2017-05-12 02:25:00,13.4
3198,2017-05-12 02:30:00,13.5
3199,2017-05-12 02:35:00,13.6
3200,2017-05-12 02:40:00,13.2
3201,2017-05-12 02:45:00,13.3
3202,2017-05-12 02:50:00,12.8
3203,2017-05-12 02:55:00,12.7
3204,2017-05-12 03:00:00,12.0
3205,2017-05-12 03:05:00,11.1
3206,2017-05-12 03:10:00,10.5
3207,2017-05-12 03:15:00,11.2
3208,2017-05-12 03:20:00,11.5
3209,2017-05-12 03:25:00,10.9
3210,2017-05-12 03:30:00,10.6
3211,2017-05-12 03:35:00,10.4
3212,2017-05-12 03:40:00,9.9
3213,2017-05-12 03:45:00,9.6
3214,2017-05-12 03:50:00,9.3
3215,2017-05-12 03:55:00,9.1
3216,2017-05-12 04:00:00,8.8
3217,2017-05-12 04:05:00,8.7
3218,2017-05-12 04:10:00,8.6
3219,2017-05-12 04:15:00,8.5
3220,2017-05-12 04:20:00,8.4
3221,2017-05-12 04:25:00,8.3
3222,2017-05-12 04:30:00,8.2
3223,2017-05-12 04:35:00,8.1
3224,2017-05-12 04:40:00,8.1
3225,2017-05-12 04:45:00,8.0
3226,2017-05-12 04:50:00,7.9
3227,2017-05-12 04:55:00,7.8
3228,2017-05-12 05:00:00,7.7
3229,2017-05-12 05:05:00,7.7
3230,2017-05-12 05:10:00,7.7
3231,2017-05-12 05:15:00,7.6
3232,2017-05-12 05:20:00,7.6
3233,2017-05-12 05:25:00,7.5
3234,2017-05-12 05:30:00,7.5
3235,2017-05-12 05:35:00,7.4
3236,2017-05-12 05:40:00,7.3
3237,2017-05-12 05:45:00,7.3
3238,2017-05-12 05:50:00,7.2
3239,2017-05-12 05:55:00,7.1
3240,2017-05-12 06:00:00,7.0
3241,2017-05-12 06:05:00,7.0
3242,2017-05-12 06:10:00,7.0
3243,2017-05-12 06:15:00,6.9
3244,2017-05-12 06:20:00,6.9
3245,2017-05-12 06:25:00,6.8
3246,2017-05-12 06:30:00,6.8
3247,2017-05-12 06:35:00,6.7
3248,2017-05-12 06:40:00,6.7
3249,2017-05-12 06:45:00,6.7
3250,2017-05-12 06:50:00,6.6
3251,2017-05-12 06:55:00,6.7
3252,2017-05-12 07:00:00,6.7
3253,2017-05-12 07:05:00,7.3
3254,2017-05-12 07:10:00,7.7
3255,2017-05-12 07:15:00,7.8
3256,2017-05-12 07:20:00,8.0
3257,2017-05-12 07:25:00,8.0
3258,2017-05-12 07:30:00,8.0
3259,2017-05-12 07:35:00,8.1
3260,2017-05-12 07:40:00,8.3
3261,2017-05-12 07:45:00,8.3
3262,2017-05-12 07:50:00,8.3
3263,2017-05-12 07:55:00,8.3
3264,2017-05-12 08:00:00,8.3
3265,2017-05-12 08:05:00,8.3
3266,2017-05-12 08:10:00,8.4
3267,2017-05-12 08:15:00,8.4
3268,2017-05-12 08:20:00,8.4
3269,2017-05-12 08:25:00,8.3
3270,2017-05-12 08:30:00,8.3
3271,2017-05-12 08:35:00,8.3
3272,2017-05-12 08:40:00,8.3
3273,2017-05-12 08:45:00,8.3
3274,2017-05-12 08:50:00,8.3
3275,2017-05-12 08:55:00,8.3
3276,2017-05-12 09:00:00,8.2
3277,2017-05-12 09:05:00,8.2
3278,2017-05-12 09:10:00,8.2
3279,2017-05-12 09:15:00,8.1
3280,2017-05-12 09:20:00,8.1
3281,2017-05-12 09:25:00,8.1
3282,2017-05-12 09:30:00,8.1
3283,2017-05-12 09:35:00,8.1
3284,2017-05-12 09:40:00,8.0
3285,2017-05-12 09:45:00,8.0
3286,2017-05-12 09:50:00,8.0
3287,2017-05-12 09:55:00,8.0
3288,2017-05-12 10:00:00,7.9
3289,2017-05-12 10:05:00,7.9
3290,2017-05-12 10:10:00,7.9
3291,2017-05-12 10:15:00,7.8
3292,2017-05-12 10:20:00,7.8
3293,2017-05-12 10:25:00,7.8
3294,2017-05-12 10:30:00,7.7
3295,2017-05-12 10:35:00,7.7
3296,2017-05-12 10:40:00,7.7
3297,2017-05-12 10:45:00,7.7
3298,2017-05-12 10:50:00,7.7
3299,2017-05-12 10:55:00,7.7
3300,2017-05-12 11:00:00,7.7
3301,2017-05-12 11:05:00,7.6
3302,2017-05-12 11:10:00,7.5
3303,2017-05-12 11:15:00,7.5
3304,2017-05-12 11:20:00,7.4
3305,2017-05-12 11:25:00,7.5
3306,2017-05-12 11:30:00,7.5
3307,2017-05-12 11:35:00,7.4
3308,2017-05-12 11:40:00,7.4
3309,2017-05-12 11:45:00,7.4
3310,2017-05-12 11:50:00,7.4
3311,2017-05-12 11:55:00,7.4
3312,2017-05-12 12:00:00,7.4
3313,2017-05-12 12:05:00,7.3
3314,2017-05-12 12:10:00,7.2
3315,2017-05-12 12:15:00,7.1
3316,2017-05-12 12:20:00,7.0
3317,2017-05-12 12:25:00,7.0
3318,2017-05-12 12:30:00,7.1
3319,2017-05-12 12:35:00,7.0
3320,2017-05-12 12:40:00,6.9
3321,2017-05-12 12:45:00,7.0
3322,2017-05-12 12:50:00,6.9
3323,2017-05-12 12:55:00,6.6
3324,2017-05-12 13:00:00,6.5
3325,2017-05-12 13:05:00,6.5
3326,2017-05-12 13:10:00,6.5
3327,2017-05-12 13:15:00,6.5
3328,2017-05-12 13:20:00,6.4
3329,2017-05-12 13:25:00,6.5
3330,2017-05-12 13:30:00,6.4
3331,2017-05-12 13:35:00,6.5
3332,2017-05-12 13:40:00,6.7
3333,2017-05-12 13:45:00,6.6
3334,2017-05-12 13:50:00,6.4
3335,2017-05-12 13:55:00,6.3
3336,2017-05-12 14:00:00,6.1
3337,2017-05-12 14:05:00,6.0
3338,2017-05-12 14:10:00,6.0
3339,2017-05-12 14:15:00,5.9
3340,2017-05-12 14:20:00,5.8
3341,2017-05-12 14:25:00,5.9
3342,2017-05-12 14:30:00,6.3
3343,2017-05-12 14:35:00,6.7
3344,2017-05-12 14:40:00,6.5
3345,2017-05-12 14:45:00,6.4
3346,2017-05-12 14:50:00,6.7
3347,2017-05-12 14:55:00,6.5
3348,2017-05-12 15:00:00,6.5
3349,2017-05-12 15:05:00,6.9
3350,2017-05-12 15:10:00,6.7
3351,2017-05-12 15:15:00,6.4
3352,2017-05-12 15:20:00,6.7
3353,2017-05-12 15:25:00,6.8
3354,2017-05-12 15:30:00,6.5
3355,2017-05-12 15:35:00,6.1
3356,2017-05-12 15:40:00,6.0
3357,2017-05-12 15:45:00,5.9
3358,2017-05-12 15:50:00,5.8
3359,2017-05-12 15:55:00,5.6
3360,2017-05-12 16:00:00,5.7
3361,2017-05-12 16:05:00,5.7
3362,2017-05-12 16:10:00,5.7
3363,2017-05-12 16:15:00,5.6
3364,2017-05-12 16:20:00,5.7
3365,2017-05-12 16:25:00,5.6
3366,2017-05-12 16:30:00,5.5
3367,2017-05-12 16:35:00,5.5
3368,2017-05-12 16:40:00,5.4
3369,2017-05-12 16:45:00,5.4
3370,2017-05-12 16:50:00,5.4
3371,2017-05-12 16:55:00,5.8
3372,2017-05-12 17:00:00,5.5
3373,2017-05-12 17:05:00,5.8
3374,2017-05-12 17:10:00,5.5
3375,2017-05-12 17:15:00,5.5
3376,2017-05-12 17:20:00,5.5
3377,2017-05-12 17:25:00,5.5
3378,2017-05-12 17:30:00,5.3
3379,2017-05-12 17:35:00,4.9
3380,2017-05-12 17:40:00,5.1
3381,2017-05-12 17:45:00,5.1
3382,2017-05-12 17:50:00,5.5
3383,2017-05-12 17:55:00,5.5
3384,2017-05-12 18:00:00,5.2
3385,2017-05-12 18:05:00,5.2
3386,2017-05-12 18:10:00,5.0
3387,2017-05-12 18:15:00,5.1
3388,2017-05-12 18:20:00,5.3
3389,2017-05-12 18:25:00,6.4
3390,2017-05-12 18:30:00,6.9
3391,2017-05-12 18:35:00,6.7
3392,2017-05-12 18:40:00,7.3
3393,2017-05-12 18:45:00,8.7
3394,2017-05-12 18:50:00,9.9
3395,2017-05-12 18:55:00,9.1
3396,2017-05-12 19:00:00,9.7
3397,2017-05-12 19:05:00,9.8
3398,2017-05-12 19:10:00,8.7
3399,2017-05-12 19:15:00,9.6
3400,2017-05-12 19:20:00,9.5
3401,2017-05-12 19:25:00,9.6
3402,2017-05-12 19:30:00,9.4
3403,2017-05-12 19:35:00,9.3
3404,2017-05-12 19:40:00,10.3
3405,2017-05-12 19:45:00,10.5
3406,2017-05-12 19:50:00,10.2
3407,2017-05-12 19:55:00,10.3
3408,2017-05-12 20:00:00,10.3
3409,2017-05-12 20:05:00,11.4
3410,2017-05-12 20:10:00,12.1
3411,2017-05-12 20:15:00,13.2
3412,2017-05-12 20:20:00,14.4
3413,2017-05-12 20:25:00,13.3
3414,2017-05-12 20:30:00,12.7
3415,2017-05-12 20:35:00,12.7
3416,2017-05-12 20:40:00,13.0
3417,2017-05-12 20:45:00,14.0
3418,2017-05-12 20:50:00,14.7
3419,2017-05-12 20:55:00,14.4
3420,2017-05-12 21:00:00,13.7
3421,2017-05-12 21:05:00,15.4
3422,2017-05-12 21:10:00,17.6
3423,2017-05-12 21:15:00,15.4
3424,2017-05-12 21:20:00,19.0
3425,2017-05-12 21:25:00,21.3
3426,2017-05-12 21:30:00,19.1
3427,2017-05-12 21:35:00,20.2
3428,2017-05-12 21:40:00,19.5
3429,2017-05-12 21:45:00,23.3
3430,2017-05-12 21:50:00,24.3
3431,2017-05-12 21:55:00,23.8
3432,2017-05-12 22:00:00,23.4
3433,2017-05-12 22:05:00,23.0
3434,2017-05-12 22:10:00,20.3
3435,2017-05-12 22:15:00,24.1
3436,2017-05-12 22:20:00,23.6
3437,2017-05-12 22:25:00,20.2
3438,2017-05-12 22:30:00,21.9
3439,2017-05-12 22:35:00,19.4
3440,2017-05-12 22:40:00,16.0
3441,2017-05-12 22:45:00,15.9
3442,2017-05-12 22:50:00,16.7
3443,2017-05-12 22:55:00,18.2
3444,2017-05-12 23:00:00,17.1
3445,2017-05-12 23:05:00,16.4
3446,2017-05-12 23:10:00,18.8
3447,2017-05-12 23:15:00,19.5
3448,2017-05-12 23:20:00,21.3
3449,2017-05-12 23:25:00,21.0
3450,2017-05-12 23:30:00,19.3
3451,2017-05-12 23:35:00,20.2
3452,2017-05-12 23:40:00,19.7
3453,2017-05-12 23:45:00,18.3
3454,2017-05-12 23:50:00,20.2
3455,2017-05-12 23:55:00,20.0
3456,2017-05-13 00:00:00,17.5
3457,2017-05-13 00:05:00,15.8
3458,2017-05-13 00:10:00,14.7
3459,2017-05-13 00:15:00,14.1
3460,2017-05-13 00:20:00,13.5
3461,2017-05-13 00:25:00,13.4
3462,2017-05-13 00:30:00,11.8
3463,2017-05-13 00:35:00,11.9
3464,2017-05-13 00:40:00,14.9
3465,2017-05-13 00:45:00,14.9
3466,2017-05-13 00:50:00,15.2
3467,2017-05-13 00:55:00,15.1
3468,2017-05-13 01:00:00,16.2
3469,2017-05-13 01:05:00,15.9
3470,2017-05-13 01:10:00,15.2
3471,2017-05-13 01:15:00,13.8
3472,2017-05-13 01:20:00,11.3
3473,2017-05-13 01:25:00,10.0
3474,2017-05-13 01:30:00,9.8
3475,2017-05-13 01:35:00,9.5
3476,2017-05-13 01:40:00,9.1
3477,2017-05-13 01:45:00,8.7
3478,2017-05-13 01:50:00,8.3
3479,2017-05-13 01:55:00,8.5
3480,2017-05-13 02:00:00,8.5
3481,2017-05-13 02:05:00,8.4
3482,2017-05-13 02:10:00,7.9
3483,2017-05-13 02:15:00,7.8
3484,2017-05-13 02:20:00,7.7
3485,2017-05-13 02:25:00,7.0
3486,2017-05-13 02:30:00,7.0
3487,2017-05-13 02:35:00,6.1
3488,2017-05-13 02:40:00,5.1
3489,2017-05-13 02:45:00,4.5
3490,2017-05-13 02:50:00,4.0
3491,2017-05-13 02:55:00,3.6
3492,2017-05-13 03:00:00,3.5
3493,2017-05-13 03:05:00,3.2
3494,2017-05-13 03:10:00,2.6
3495,2017-05-13 03:15:00,2.4
3496,2017-05-13 03:20:00,2.2
3497,2017-05-13 03:25:00,2.2
3498,2017-05-13 03:30:00,2.1
3499,2017-05-13 03:35:00,2.3
3500,2017-05-13 03:40:00,2.7
3501,2017-05-13 03:45:00,2.8
3502,2017-05-13 03:50:00,3.1
3503,2017-05-13 03:55:00,2.9
3504,2017-05-13 04:00:00,2.7
3505,2017-05-13 04:05:00,2.4
3506,2017-05-13 04:10:00,2.2
3507,2017-05-13 04:15:00,2.0
3508,2017-05-13 04:20:00,2.0
3509,2017-05-13 04:25:00,2.0
3510,2017-05-13 04:30:00,1.7
3511,2017-05-13 04:35:00,1.7
3512,2017-05-13 04:40:00,1.6
3513,2017-05-13 04:45:00,1.3
3514,2017-05-13 04:50:00,1.0
3515,2017-05-13 04:55:00,0.7
3516,2017-05-13 05:00:00,0.4
3517,2017-05-13 05:05:00,0.2
3518,2017-05-13 05:10:00,0.0
3519,2017-05-13 05:15:00,-0.1
3520,2017-05-13 05:20:00,-0.3
3521,2017-05-13 05:25:00,-0.3
3522,2017-05-13 05:30:00,-0.4
3523,2017-05-13 05:35:00,-0.5
3524,2017-05-13 05:40:00,-0.6
3525,2017-05-13 05:45:00,-0.7
3526,2017-05-13 05:50:00,-0.6
3527,2017-05-13 05:55:00,-0.4
3528,2017-05-13 06:00:00,-0.6
3529,2017-05-13 06:05:00,-0.6
3530,2017-05-13 06:10:00,-0.8
3531,2017-05-13 06:15:00,-0.9
3532,2017-05-13 06:20:00,-1.1
3533,2017-05-13 06:25:00,-1.0
3534,2017-05-13 06:30:00,-0.5
3535,2017-05-13 06:35:00,-0.6
3536,2017-05-13 06:40:00,-0.7
3537,2017-05-13 06:45:00,-0.8
3538,2017-05-13 06:50:00,-1.1
3539,2017-05-13 06:55:00,-1.3
3540,2017-05-13 07:00:00,-1.5
3541,2017-05-13 07:05:00,-1.6
3542,2017-05-13 07:10:00,-1.6
3543,2017-05-13 07:15:00,-1.8
3544,2017-05-13 07:20:00,-1.9
3545,2017-05-13 07:25:00,-1.9
3546,2017-05-13 07:30:00,-1.9
3547,2017-05-13 07:35:00,-2.0
3548,2017-05-13 07:40:00,-2.1
3549,2017-05-13 07:45:00,-2.1
3550,2017-05-13 07:50:00,-2.1
3551,2017-05-13 07:55:00,-2.1
3552,2017-05-13 08:00:00,-2.2
3553,2017-05-13 08:05:00,-2.3
3554,2017-05-13 08:10:00,-2.3
3555,2017-05-13 08:15:00,-2.4
3556,2017-05-13 08:20:00,-2.5
3557,2017-05-13 08:25:00,-2.6
3558,2017-05-13 08:30:00,-2.6
3559,2017-05-13 08:35:00,-2.7
3560,2017-05-13 08:40:00,-2.7
3561,2017-05-13 08:45:00,-2.8
3562,2017-05-13 08:50:00,-2.9
3563,2017-05-13 08:55:00,-2.9
3564,2017-05-13 09:00:00,-3.0
3565,2017-05-13 09:05:00,-3.1
3566,2017-05-13 09:10:00,-3.2
3567,2017-05-13 09:15:00,-3.3
3568,2017-05-13 09:20:00,-3.3
3569,2017-05-13 09:25:00,-3.3
3570,2017-05-13 09:30:00,-3.4
3571,2017-05-13 09:35:00,-3.4
3572,2017-05-13 09:40:00,-3.5
3573,2017-05-13 09:45:00,-3.5
3574,2017-05-13 09:50:00,-3.5
3575,2017-05-13 09:55:00,-3.6
3576,2017-05-13 10:00:00,-3.6
3577,2017-05-13 10:05:00,-3.6
3578,2017-05-13 10:10:00,-3.7
3579,2017-05-13 10:15:00,-3.8
3580,2017-05-13 10:20:00,-3.8
3581,2017-05-13 10:25:00,-3.9
3582,2017-05-13 10:30:00,-3.9
3583,2017-05-13 10:35:00,-3.9
3584,2017-05-13 10:40:00,-3.9
3585,2017-05-13 10:45:00,-4.0
3586,2017-05-13 10:50:00,-4.1
3587,2017-05-13 10:55:00,-4.1
3588,2017-05-13 11:00:00,-4.2
3589,2017-05-13 11:05:00,-4.2
3590,2017-05-13 11:10:00,-4.2
3591,2017-05-13 11:15:00,-4.2
3592,2017-05-13 11:20:00,-4.2
3593,2017-05-13 11:25:00,-4.2
3594,2017-05-13 11:30:00,-4.1
3595,2017-05-13 11:35:00,-4.1
3596,2017-05-13 11:40:00,-4.1
3597,2017-05-13 11:45:00,-4.2
3598,2017-05-13 11:50:00,-4.2
3599,2017-05-13 11:55:00,-4.2
3600,2017-05-13 12:00:00,-4.1
3601,2017-05-13 12:05:00,-4.1
3602,2017-05-13 12:10:00,-4.2
3603,2017-05-13 12:15:00,-4.2
3604,2017-05-13 12:20:00,-4.2
3605,2017-05-13 12:25:00,-4.2
3606,2017-05-13 12:30:00,-4.2
3607,2017-05-13 12:35:00,-4.3
3608,2017-05-13 12:40:00,-4.3
3609,2017-05-13 12:45:00,-4.3
3610,2017-05-13 12:50:00,-4.3
3611,2017-05-13 12:55:00,-4.2
3612,2017-05-13 13:00:00,-4.2
3613,2017-05-13 13:05:00,-4.1
3614,2017-05-13 13:10:00,-4.1
3615,2017-05-13 13:15:00,-4.0
3616,2017-05-13 13:20:00,-3.8
3617,2017-05-13 13:25:00,-3.6
3618,2017-05-13 13:30:00,-3.5
3619,2017-05-13 13:35:00,-3.5
3620,2017-05-13 13:40:00,-3.4
3621,2017-05-13 13:45:00,-3.2
3622,2017-05-13 13:50:00,-3.0
3623,2017-05-13 13:55:00,-2.8
3624,2017-05-13 14:00:00,-2.6
3625,2017-05-13 14:05:00,-2.4
3626,2017-05-13 14:10:00,-2.0
3627,2017-05-13 14:15:00,-1.8
3628,2017-05-13 14:20:00,-1.6
3629,2017-05-13 14:25:00,-1.5
3630,2017-05-13 14:30:00,-1.2
3631,2017-05-13 14:35:00,-1.1
3632,2017-05-13 14:40:00,-0.7
3633,2017-05-13 14:45:00,-0.3
3634,2017-05-13 14:50:00,-0.1
3635,2017-05-13 14:55:00,0.3
3636,2017-05-13 15:00:00,0.4
3637,2017-05-13 15:05:00,0.8
3638,2017-05-13 15:10:00,1.1
3639,2017-05-13 15:15:00,1.6
3640,2017-05-13 15:20:00,2.0
3641,2017-05-13 15:25:00,2.4
3642,2017-05-13 15:30:00,3.0
3643,2017-05-13 15:35:00,3.4
3644,2017-05-13 15:40:00,3.8
3645,2017-05-13 15:45:00,4.4
3646,2017-05-13 15:50:00,4.9
3647,2017-05-13 15:55:00,5.7
3648,2017-05-13 16:00:00,6.5
3649,2017-05-13 16:05:00,7.2
3650,2017-05-13 16:10:00,7.6
3651,2017-05-13 16:15:00,8.3
3652,2017-05-13 16:20:00,8.8
3653,2017-05-13 16:25:00,9.6
3654,2017-05-13 16:30:00,10.4
3655,2017-05-13 16:35:00,11.0
3656,2017-05-13 16:40:00,11.9
3657,2017-05-13 16:45:00,12.5
3658,2017-05-13 16:50:00,13.0
3659,2017-05-13 16:55:00,13.8
3660,2017-05-13 17:00:00,14.3
3661,2017-05-13 17:05:00,14.6
3662,2017-05-13 17:10:00,15.3
3663,2017-05-13 17:15:00,15.6
3664,2017-05-13 17:20:00,16.2
3665,2017-05-13 17:25:00,16.8
3666,2017-05-13 17:30:00,17.3
3667,2017-05-13 17:35:00,18.6
3668,2017-05-13 17:40:00,18.7
3669,2017-05-13 17:45:00,19.3
3670,2017-05-13 17:50:00,20.0
3671,2017-05-13 17:55:00,20.0
3672,2017-05-13 18:00:00,20.4
3673,2017-05-13 18:05:00,21.6
3674,2017-05-13 18:10:00,22.0
3675,2017-05-13 18:15:00,22.6
3676,2017-05-13 18:20:00,23.1
3677,2017-05-13 18:25:00,23.1
3678,2017-05-13 18:30:00,24.0
3679,2017-05-13 18:35:00,24.3
3680,2017-05-13 18:40:00,24.7
3681,2017-05-13 18:45:00,24.7
3682,2017-05-13 18:50:00,24.7
3683,2017-05-13 18:55:00,25.4
3684,2017-05-13 19:00:00,26.1
3685,2017-05-13 19:05:00,26.8
3686,2017-05-13 19:10:00,27.4
3687,2017-05-13 19:15:00,26.9
3688,2017-05-13 19:20:00,23.6
3689,2017-05-13 19:25:00,22.0
3690,2017-05-13 19:30:00,24.8
3691,2017-05-13 19:35:00,26.8
3692,2017-05-13 19:40:00,25.2
3693,2017-05-13 19:45:00,23.2
3694,2017-05-13 19:50:00,23.0
3695,2017-05-13 19:55:00,27.6
3696,2017-05-13 20:00:00,29.0
3697,2017-05-13 20:05:00,26.1
3698,2017-05-13 20:10:00,28.6
3699,2017-05-13 20:15:00,29.4
3700,2017-05-13 20:20:00,29.0
3701,2017-05-13 20:25:00,30.3
3702,2017-05-13 20:30:00,27.5
3703,2017-05-13 20:35:00,30.1
3704,2017-05-13 20:40:00,23.6
3705,2017-05-13 20:45:00,22.7
3706,2017-05-13 20:50:00,28.9
3707,2017-05-13 20:55:00,23.5
3708,2017-05-13 21:00:00,25.7
